pop1	pop2	reg1	reg2	number_of_ind1	number_of_ind2	mpd_neanderthal	div_neanderthal	mpd_human	div_human	int_mean_frag_length	int_total_seq_length	int_number_of_frags	art1_mean_frag_length	art1_total_seq_length	art1_number_of_frags	art2_mean_frag_length	art2_total_seq_length	art2_number_of_frags	ratio
Miao	Hazara	EAS	SAS	10	19	51991.0	0.00036081308035032685	1589181.226053303	0.0007055858267073769	53348.38948537579	144094000	2701	87096.5890978642	273222000	3137	84074.29015947103	432310000	5142	0.5273879848621268
Han	Hazara	EAS	SAS	33	19	67785.5	0.00034792126469229586	1589566.031243255	0.0007057566776359068	50856.173322892195	194830000	3831	78911.08476585655	399369000	5061	84074.29015947103	432310000	5142	0.48784457481677346
She	Hazara	EAS	SAS	10	19	50036.5	0.00035731679449276606	1589117.6852311578	0.0007055576150076739	52843.018867924526	140034000	2650	88498.33222148099	265318000	2998	84074.29015947103	432310000	5142	0.527796832480269
Adygei	Hazara	EUR	SAS	16	19	64886.5	0.00035671326710683284	1638164.6927794688	0.0007273341580482959	56368.45367214131	181901000	3227	87799.51219512195	359978000	4100	84074.29015947103	432310000	5142	0.5053114356988483
Basque	Hazara	EUR	SAS	23	19	59714.0	0.0003580061871987338	1642606.8692437133	0.0007293064546633823	54669.288757784336	166796000	3051	84647.71598808342	340961000	4028	84074.29015947103	432310000	5142	0.4891937787606207
Sardinian	Hazara	EUR	SAS	28	19	59419.5	0.00035228882946871645	1650542.6878570814	0.0007328299050069401	53341.87223276407	168667000	3162	83547.36098020735	354575000	4244	84074.29015947103	432310000	5142	0.4756877952478319
BergamoItalian	Hazara	EUR	SAS	12	19	53913.0	0.0003631605537031424	1643243.1103450132	0.0007295889414534892	56879.31034482759	148455000	2610	89985.15151515152	296951000	3300	84074.29015947103	432310000	5142	0.49993096504137047
Tuscan	Hazara	EUR	SAS	8	19	47818.5	0.0003930438427775312	1646793.618730748	0.0007311653434103647	54240.74899687918	121662000	2243	89399.92503748125	238519000	2668	84074.29015947103	432310000	5142	0.5100725728348685
French	Hazara	EUR	SAS	28	19	65113.0	0.0003477886977886978	1641852.5781944687	0.0007289715544865907	53567.954220314736	187220000	3495	81519.47236180905	389337000	4776	84074.29015947103	432310000	5142	0.48086875894148257
Orcadian	Hazara	EUR	SAS	15	19	59038.0	0.00037488014731561735	1638093.1651783546	0.0007273024002721925	54682.291666666664	157485000	2880	85381.43762049022	310020000	3631	84074.29015947103	432310000	5142	0.5079833559125218
Bedouin	Hazara	MID	SAS	46	19	71220.0	0.00036506415020836643	1703208.7144983478	0.0007562132682998465	53595.87912087912	195089000	3640	79872.41706161137	421327000	5275	84074.29015947103	432310000	5142	0.4630346500461637
Palestinian	Hazara	MID	SAS	46	19	72883.5	0.0003753882207514615	1689645.1417351612	0.0007501911327848264	51309.46088794926	194155000	3784	78281.71573973101	430706000	5502	84074.29015947103	432310000	5142	0.4507831328098517
Druze	Hazara	MID	SAS	42	19	68097.5	0.0003631750450652246	1662746.0794290106	0.0007382481291778219	51725.793103448275	187506000	3625	79069.13866357667	409420000	5178	84074.29015947103	432310000	5142	0.4579795808704997
Russian	Hazara	EUR	SAS	25	19	74835.5	0.00035869961175286394	1632050.3287780436	0.0007246194213599889	54063.22881575538	208630000	3859	83296.06707925734	417230000	5009	84074.29015947103	432310000	5142	0.5000359513937157
Balochi	Hazara	SAS	SAS	24	19	75722.5	0.0003596960829952783	1656030.3854864682	0.0007352664060208409	53813.394683026585	210518000	3912	83252.24382946896	445233000	5348	84074.29015947103	432310000	5142	0.4728265874272572
Brahui	Hazara	SAS	SAS	25	19	72966.0	0.00035113063815248095	1659020.7181440631	0.0007365940937041262	54143.56435643564	207803000	3838	83963.44747979993	436442000	5198	84074.29015947103	432310000	5142	0.4761297033741024
Makrani	Hazara	SAS	SAS	25	19	72301.0	0.00036156465816859784	1674846.840302675	0.0007436207860056634	52929.32768660667	199967000	3778	82959.94608126325	430811000	5193	84074.29015947103	432310000	5142	0.4641640998024656
Kalash	Hazara	SAS	SAS	22	19	60422.5	0.00037418409938195916	1637577.4878893783	0.0007270734430077274	53275.48663807324	161478000	3031	85339.24441017733	332055000	3891	84074.29015947103	432310000	5142	0.4862989564981705
Pathan	Hazara	SAS	SAS	24	19	79547.0	0.0003566042641705668	1640863.7276363089	0.000728532511457935	54169.01408450704	223068000	4118	83494.3231441048	478005000	5725	84074.29015947103	432310000	5142	0.4666645746383406
Sindhi	Hazara	SAS	SAS	24	19	77013.0	0.000348656540733866	1658692.1704641278	0.0007364482207334672	54045.7548323954	220885000	4087	83600.0	469832000	5620	84074.29015947103	432310000	5142	0.4701361337669635
Mozabite	Hazara	MID	SAS	27	19	54705.5	0.000385706328614135	1773695.773352462	0.0007875090506048431	55403.125	141832000	2560	86723.33044232437	299976000	3459	84074.29015947103	432310000	5142	0.4728111582259914
Burusho	Uygur	SAS	SAS	24	10	66912.0	0.00036258805678985586	1635316.2204655884	0.000726069455408035	54133.17688471692	184540000	3409	83004.2372881356	470136000	5664	88113.44113188479	348753000	3958	0.3925247162523185
Hazara	Uygur	SAS	SAS	19	10	63983.0	0.0003505399201214067	1611664.9222988947	0.0007155684373390678	54763.576357635764	182527000	3333	84074.29015947103	432310000	5142	88113.44113188479	348753000	3958	0.4222132266197867
Uygur	Uygur	SAS	SAS	10	10	1217137.0	0.0034899685450734473	1527396.4415838218	0.0006781537959778786	88113.44113188479	348753000	3958	88113.44113188479	348753000	3958	88113.44113188479	348753000	3958	1.0
Bougainville	Uygur	OCE	SAS	11	10	33784.5	0.0003745883735627723	1679209.7013157494	0.0007455578670913522	53304.37352245863	90191000	1692	100468.92870758673	263530000	2623	88113.44113188479	348753000	3958	0.3422418699958259
PapuanHighlands	Uygur	OCE	SAS	9	10	27219.5	0.00041580611652561794	1699812.5191370458	0.0007547053802928787	52622.18649517685	65462000	1244	96848.01864801865	207739000	2145	88113.44113188479	348753000	3958	0.31511656453530634
PapuanSepik	Uygur	OCE	SAS	8	10	26297.0	0.0003984937339940295	1697263.618264265	0.0007535736853671951	52043.37539432177	65991000	1268	95321.77088087631	208850000	2191	88113.44113188479	348753000	3958	0.31597318649748624
Colombian	Uygur	AMR	SAS	7	10	31682.5	0.00040781716610029865	1599914.0129030917	0.0007103511122255612	55372.772630078405	77688000	1403	90187.00114025085	158188000	1754	88113.44113188479	348753000	3958	0.4911118416061901
Karitiana	Uygur	AMR	SAS	12	10	28551.0	0.0003723347374186565	1593387.041653593	0.0007074531806810199	55405.346820809245	76681000	1384	89790.09566685425	159557000	1777	88113.44113188479	348753000	3958	0.4805868749099068
Surui	Uygur	AMR	SAS	8	10	26364.5	0.00040249301558707235	1591922.915946045	0.0007068031186674322	56959.13043478261	65503000	1150	94387.41958541816	132048000	1399	88113.44113188479	348753000	3958	0.49605446504301465
Pima	Uygur	AMR	SAS	13	10	36157.5	0.000382598804296069	1596740.432527027	0.0007089420637818989	58121.15621156211	94505000	1626	90849.21014839636	189784000	2089	88113.44113188479	348753000	3958	0.4979608396914387
Maya	Uygur	AMR	SAS	21	10	48042.0	0.0003785726105765821	1606746.0457718493	0.0007133844890870323	55513.12335958005	126903000	2286	86030.21718602456	273318000	3177	88113.44113188479	348753000	3958	0.464305314688385
Yakut	Uygur	EAS	SAS	25	10	64022.0	0.0003651597595336687	1586050.1256649178	0.0007041956390938916	55694.40914866582	175326000	3148	85160.19310950187	388075000	4557	88113.44113188479	348753000	3958	0.451783804676931
Oroqen	Uygur	EAS	SAS	9	10	44843.0	0.0003591088545962698	1577801.3810497236	0.000700533251700187	53662.655779974215	124873000	2327	83778.13504823152	260550000	3110	88113.44113188479	348753000	3958	0.4792669353291115
Daur	Uygur	EAS	SAS	9	10	47390.5	0.00037354473582570724	1579527.8064024663	0.0007012997730004597	54849.54604409857	126867000	2313	87494.140625	268782000	3072	88113.44113188479	348753000	3958	0.47200705404379756
Hezhen	Uygur	EAS	SAS	9	10	48578.5	0.0003757270364755747	1579048.6690607308	0.0007010870392279785	55017.87234042553	129292000	2350	85640.29706167258	265228000	3097	88113.44113188479	348753000	3958	0.4874749272324189
Mongolian	Uygur	EAS	SAS	9	10	46373.0	0.0003582614204374261	1581857.864615207	0.0007023343032499745	54203.93634840871	129439000	2388	87875.03914813655	280585000	3193	88113.44113188479	348753000	3958	0.4613183170875136
Xibo	Uygur	EAS	SAS	9	10	50495.0	0.00037844380489852203	1583031.029412868	0.0007028551805672061	57044.89097905088	133428000	2339	88987.14239794278	276839000	3111	88113.44113188479	348753000	3958	0.4819696646787483
Japanese	Uygur	EAS	SAS	27	10	56009.5	0.0003572968697172092	1581896.580234076	0.0007023514927255977	51735.64356435643	156759000	3030	78430.189501198	360073000	4591	88113.44113188479	348753000	3958	0.4353533866743688
